N°°,VERSION,AÑO,RUC ENTIDAD,ENTIDAD_CONVOCANTE,MODALIDAD,TIPO PROCESO,PROCESO,NUM CONVOCA,FECHA_PUBLICACION,OBJETO,DESCRIPCION PROCESO,VALOR REFERENCIAL,MONEDA,NUM_ITEM,DESCRIPCION ITEM,VALOR REFERENCIAL ITEM,MON_CONT_ITEM,FECHA CONTRATO,FECHA REGISTRO CONTRATO,RUC_CODIGO_GANADOR,GANADOR,ES CONSORCIO,RUC DESTINO PAGO,NOMBRE DESTINO PAGO,RUC_MIEMBRO,NOMBRE MIEMBRO,CODIGO_CONTRATO,Nº CONTRATO,FECHA VIGENCIA INICIAL,FECHA VIGENCIA FINAL,URL_DESCARGA
35,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 11 - 2013 - EP,1,21/03/13,BIENES,ADQUISICION DE 02 EQUIPOS DE AIRE ACONDICIONADO,"19867,83",Soles,1,ADQUISICION DE EQUIPOS DE AIRE ACONDICIONADO,"19867,83",12666,12/04/13,19/12/13,10096515079,MANSILLA ASTORGA BERNARDETTE GIOVANA,N,10096515079,MANSILLA ASTORGA BERNARDETTE GIOVANA,,,002436-02537719-00788123,ORDEN DE COMPRA 101412,13/04/13,19/04/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2537719379093638rad10E14.pdf
36,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 10 - 2013 - EP,1,21/03/13,BIENES,ADQUISICION DE STRETCH FILM,22430,Soles,1,ADQUISICION DE STRETCH FILM,22430,21400,16/04/13,19/12/13,10178699577,VELASQUEZ TABOADA CARMEN ZOILA,N,10178699577,VELASQUEZ TABOADA CARMEN ZOILA,,,002436-02538474-00788042,ORDEN DE COMPRA 101417,17/04/13,26/07/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2538474379093638radFEF05.pdf
37,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 9 - 2013 - EP,1,21/03/13,SERVICIOS,CONTRATACION DEL SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE LA CASONA DE EDITORA PERU UBICADA EN LA CIUDAD DE AREQUIPA,"37902,36",Soles,1,CONTRATACION DEL SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE LA CASONA DE EDITORA PERU UBICADA EN LA CIUDAD DE AREQUIPA,"37902,36",36500,15/04/13,24/12/13,20456306501,TALENTUM INNOVA PERU S.R.L.,N,20456306501,TALENTUM INNOVA PERU S.R.L.,,,002436-02531255-00791365,042-GL-EP-2013,09/07/13,08/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2531255229433250rad01A9F.pdf
38,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 9 - 2013 - EP,1,22/03/13,SERVICIOS,CONTRATACION DEL SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE LA CASONA DE EDITORA PERU UBICADA EN LA CIUDAD DE AREQUIPA,"37902,36",Soles,1,CONTRATACION DEL SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE LA CASONA DE EDITORA PERU UBICADA EN LA CIUDAD DE AREQUIPA,"37902,36",36500,15/04/13,24/12/13,20456306501,TALENTUM INNOVA PERU S.R.L.,N,20456306501,TALENTUM INNOVA PERU S.R.L.,,,002436-02531255-00791365,042-GL-EP-2013,09/07/13,08/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2531255229433250rad01A9F.pdf
39,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 7 - 2013 - EP,1,22/03/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO EXTERNO IBM,"18491,69",Dolares,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREDICTIVO Y CORRECTIVO PARA EL ALMACENAMIENTO EXTERNO IBM DS4700 CON N/S 13006821J,"18491,69",18490,30/04/13,11/12/13,20466261255,GRUPO SYPSA S.A.C.,N,20466261255,GRUPO SYPSA S.A.C.,,,002436-02541430-00783295,050-GL-EP-2013,01/05/13,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2541430106081164rad18601.pdf
40,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 7 - 2013 - EP,1,22/03/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO EXTERNO IBM,"18491,69",Dolares,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREDICTIVO Y CORRECTIVO PARA EL ALMACENAMIENTO EXTERNO IBM DS4700 CON N/S 13006821J,"18491,69",18490,30/04/13,11/12/13,20466261255,GRUPO SYPSA S.A.C.,N,20466261255,GRUPO SYPSA S.A.C.,,,002436-02541430-00783295,050-GL-EP-2013,01/05/13,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2541430106081164rad18601.pdf
41,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 13 - 2013 - EP,1,27/03/13,BIENES,ADQUISICION DE PLANCHAS CTP ROTATIVA,"43913,7",Dolares,1,PLANCHAS CTP ROTATIVA,"43913,7","43913,7",29/04/13,19/12/13,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-02548771-00788181,048-GL-EP-2013,30/04/13,02/10/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2548771379104167rad5841F.pdf
42,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 12 - 2013 - EP,2,03/04/13,SERVICIOS,CONTRATACION DEL SERVICIO DE CONTINGENCIA DE LOS SERVICIOS PRINCIPALES DE INTERNET,"16331,64",Soles,1,CONTRATACION DEL SERVICIO DE CONTINGENCIA DE LOS SERVICIOS PRINCIPALES DE INTERNET,"16331,64","11827,43",15/04/13,24/12/13,20100017491,TELEFONICA DEL PERU SAA,N,20100017491,TELEFONICA DEL PERU SAA,,,002436-02555834-00791442,043-GL-EP-2013,16/04/13,15/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2555834229436004radCFA28.pdf
43,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 8 - 2013 - EP,1,03/04/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ACCESO A INTERNET EMPRESARIAL,100000,Soles,1,CONTRATACION DEL SERVICIO DE ACCESO A INTERNET EMPRESARIAL,100000,100000,08/05/13,11/12/13,20521668378,OPTICAL  NETWORKS S.A.C.,N,20521668378,OPTICAL  NETWORKS S.A.C.,,,002436-02555148-00783330,058-GL-EP-2013,09/05/13,08/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2555148116995164rad3E0F9.pdf
44,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 15 - 2013 - EP,1,05/04/13,BIENES,ADQUISICION DE LASER BOX 120 MW,12508,Dolares,1,ADQUISICION DE LASER BOX 120 MW,12508,12508,17/04/13,19/12/13,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-02559444-00788517,ORDEN DE COMPRA 101420,17/04/13,17/04/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2559444453033917radAE1D8.pdf
45,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 17 - 2013 - EP,1,10/04/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE LA CENTRAL TELEFONICA,"21018,6",Soles,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE LA CENTRAL TELEFONICA,"21018,6","21018,6",24/05/13,17/12/13,20474529291,E-BUSINESS DISTRIBUTION PERU S.A.- EBD PERU S.A.,N,20474529291,E-BUSINESS DISTRIBUTION PERU S.A.- EBD PERU S.A.,,,002436-02566642-00786404,065-GL-EP-2013,24/05/13,23/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\256664253463123rad54EDF.pdf
46,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 2 - 2013 - EP,3,19/04/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TRANSPORTE TERRESTRE DEL DIARIO OFICIAL EL PERUANO,"190340,2",Soles,1,TRANSPORTE TERRESTRE DEL DIARIO OFICIAL EL PERUANO RUTA 5 PLAZA GRAU - CHORRILLOS,"44340,2",42121,22/05/13,23/12/13,20347375412,MULTISERVICE ANGEL OHMAR TOURS CARGO S.A. - MAOTCSA,N,20347375412,MULTISERVICE ANGEL OHMAR TOURS CARGO S.A. - MAOTCSA,,,002436-02582601-00790768,063-GL-EP-2013,23/05/13,22/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\258260186057298radC1DF8.pdf
47,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 20 - 2013 - EP,1,24/04/13,BIENES,ADQUISICION DE 60 MONITORES Y 60 BANCOS DE MEMORIA,"39869,4",Soles,1,ADQUISICION DE 60 MONITORES Y 60 BANCOS DE MEMORIA,"39869,4","32438,4",20/05/13,19/12/13,20509131989,JL BUSINESS AND SERVICE S.A.C.,N,20509131989,JL BUSINESS AND SERVICE S.A.C.,,,002436-02590631-00788435,ORDEN DE COMPRA 101461,21/05/13,06/06/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2590631453033917radB6FD2.pdf
48,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 2 - 2013 - EP,1,24/04/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE A LAS LICENCIAS DEL SISTEMA  BAAN IV,"50538,22",Dolares,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE A LAS LICENCIAS DEL SISTEMA BAAN IV,"50538,22","50538,22",30/04/13,29/05/13,20523224990,VKSUR PERU SOCIEDAD ANONIMA CERRADA,N,20523224990,VKSUR PERU SOCIEDAD ANONIMA CERRADA,,,002436-02590576-00712947,051-GL-EP-2013,01/05/13,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2590576822238503rad7BB5E.pdf
49,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 1 - 2013 - EP,1,25/04/13,SERVICIOS,SERVICIO DE SOPORTE TECNICO Y ACTUALIZACION DE LICENCIAS ORACLE,"32122,21",Dolares,1,SERVICIO DE SOPORTE TECNICO Y ACTUALIZACION DE LICENCIAS ORACLE,"32122,21","32122,01",30/04/13,29/05/13,20182246078,SISTEMAS ORACLE DEL PERU S.A.,N,20182246078,SISTEMAS ORACLE DEL PERU S.A.,,,002436-02593214-00712936,052-GL-EP-2013,01/05/13,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2593214822238503radA13FB.pdf
50,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 3 - 2013 - EP,1,26/04/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ON BASE,"51648,54",Soles,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ON BASE,"51648,54","51648,54",03/05/13,05/06/13,20101842071,A Y D ASOCIADOS S A.C,N,20101842071,A Y D ASOCIADOS S A.C,,,002436-02594645-00715277,053-GL-EP-2013,04/05/13,03/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\25946451003156846radB815E.pdf
51,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 21 - 2013 - EP,1,07/05/13,BIENES,ADQUISICION DE TRAPO INDUSTRIAL,"13939,75",Soles,1,ADQUISICION DE TRAPO INDUSTRIAL,"13939,75",13310,17/05/13,19/12/13,10413113241,JARA BARTOLO NILA SOFIA,N,10413113241,JARA BARTOLO NILA SOFIA,,,002436-02608901-00788459,ORDEN DE COMPRA 101460,18/05/13,17/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2608901453033917rad063CB.pdf
52,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 8 - 2013 - EP,1,08/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ACCESO A INTERNET EMPRESARIAL,100000,Soles,1,CONTRATACION DEL SERVICIO DE ACCESO A INTERNET EMPRESARIAL,100000,100000,08/05/13,11/12/13,20521668378,OPTICAL  NETWORKS S.A.C.,N,20521668378,OPTICAL  NETWORKS S.A.C.,,,002436-02555148-00783330,058-GL-EP-2013,09/05/13,08/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2555148116995164rad3E0F9.pdf
53,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 19 - 2013 - EP,2,14/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO SMARTNET,"6225,68",Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO SMARTNET,"6225,68","6225,68",24/05/13,17/12/13,20113277964,JAPAN COMPUTER SERVICE S.R.L.,N,20113277964,JAPAN COMPUTER SERVICE S.R.L.,,,002436-02619668-00786434,064-GL-EP-2013,25/05/13,24/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\261966853464680rad4390B.pdf
54,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 19 - 2013 - EP,2,14/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO SMARTNET,"6225,68",Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO SMARTNET,"6225,68","6225,68",24/05/13,17/12/13,20113277964,JAPAN COMPUTER SERVICE S.R.L.,N,20113277964,JAPAN COMPUTER SERVICE S.R.L.,,,002436-02619668-00786434,064-GL-EP-2013,25/05/13,24/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\261966853464680rad4390B.pdf
55,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 19 - 2013 - EP,2,14/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO SMARTNET,"6225,68",Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO SMARTNET,"6225,68","6225,68",24/05/13,17/12/13,20113277964,JAPAN COMPUTER SERVICE S.R.L.,N,20113277964,JAPAN COMPUTER SERVICE S.R.L.,,,002436-02619668-00786434,064-GL-EP-2013,25/05/13,24/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\261966853464680rad4390B.pdf
56,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 2 - 2013 - EP,3,16/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TRANSPORTE TERRESTRE DEL DIARIO OFICIAL EL PERUANO,"190340,2",Soles,1,TRANSPORTE TERRESTRE DEL DIARIO OFICIAL EL PERUANO RUTA 5 PLAZA GRAU - CHORRILLOS,"44340,2",42121,22/05/13,23/12/13,20347375412,MULTISERVICE ANGEL OHMAR TOURS CARGO S.A. - MAOTCSA,N,20347375412,MULTISERVICE ANGEL OHMAR TOURS CARGO S.A. - MAOTCSA,,,002436-02582601-00790768,063-GL-EP-2013,23/05/13,22/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\258260186057298radC1DF8.pdf
57,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 10 - 2013 - EP,1,17/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EXTERNA  LABORAL,148344,Soles,1,SERVICIO DE ASESORIA LEGAL EXTERNA LABORAL,148344,145000,01/07/13,14/02/14,C0002426018,"ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA / MUÑIZ, RAMIREZ, PEREZ-TAIMAN & OLAYA S.C.R.LTDA.",S,20538175481,ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,20508126698,"MUÑIZ,RAMIREZ,PEREZ -TAIMAN & OLAYA S.C.R. LTDA",002436-02625363-00804444,N°073-GL-EP-2013,02/07/13,02/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2625363833022186rad24489.pdf
58,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 10 - 2013 - EP,1,17/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EXTERNA  LABORAL,148344,Soles,1,SERVICIO DE ASESORIA LEGAL EXTERNA LABORAL,148344,145000,01/07/13,14/02/14,C0002426018,"ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA / MUÑIZ, RAMIREZ, PEREZ-TAIMAN & OLAYA S.C.R.LTDA.",S,20538175481,ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,20508126698,"MUÑIZ,RAMIREZ,PEREZ -TAIMAN & OLAYA S.C.R. LTDA",002436-02625363-00804444,N°073-GL-EP-2013,02/07/13,02/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2625363833022186rad24489.pdf
59,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 10 - 2013 - EP,1,17/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EXTERNA  LABORAL,148344,Soles,1,SERVICIO DE ASESORIA LEGAL EXTERNA LABORAL,148344,145000,01/07/13,14/02/14,C0002426018,"ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA / MUÑIZ, RAMIREZ, PEREZ-TAIMAN & OLAYA S.C.R.LTDA.",S,20538175481,ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,20538175481,ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,002436-02625363-00804444,N°073-GL-EP-2013,02/07/13,02/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2625363833022186rad24489.pdf
60,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 10 - 2013 - EP,1,17/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EXTERNA  LABORAL,148344,Soles,1,SERVICIO DE ASESORIA LEGAL EXTERNA LABORAL,148344,145000,01/07/13,14/02/14,C0002426018,"ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA / MUÑIZ, RAMIREZ, PEREZ-TAIMAN & OLAYA S.C.R.LTDA.",S,20538175481,ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,20538175481,ESTUDIO MUÑIZ RAMIREZ PEREZ-TAIMAN & OLAYA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,002436-02625363-00804444,N°073-GL-EP-2013,02/07/13,02/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2625363833022186rad24489.pdf
61,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 14 - 2013 - EP,2,21/05/13,BIENES,ADQUISICION DE PINONES CONICOS ESPIROIDALES,"20323,14",Dolares,1,ADQUISICION DE PI¥ONES CONICOS ESPIROIDALES,"20323,14","20273,27",11/06/13,19/12/13,20502329058,PRESTEC S.A.C.,N,20502329058,PRESTEC S.A.C.,,,002436-02630186-00788330,069-GL-EP-2013,12/06/13,11/07/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2630186429772398rad1A567.pdf
62,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 4 - 2013 - EP,1,22/05/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ADRYAN,21240,Soles,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ADRYAN,21240,21240,30/05/13,27/06/13,20258286236,COSAPISOFT S.A,N,20258286236,COSAPISOFT S.A,,,002436-02632149-00723718,066-GL-EP-2013,31/05/13,30/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2632149460144200rad5ED81.pdf
63,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 22 - 2013 - EP,2,05/06/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y ACTUALIZACION DEL SOFTWARE DATA PROTECTOR DE LA LIBRERIA ROBOTIZADA,34994,Soles,1,CONTRATACION DEL SERVICIO DE SOPORTE Y ACTUALIZACION DEL SOFTWARE DATA PROTECTOR DE LA LIBRERIA ROBOTIZADA,34994,34890,19/06/13,20/12/13,20516674092,JMLD S.A.C.,N,20516674092,JMLD S.A.C.,,,002436-02654086-00789061,ORDEN DE SERVIO 203530,20/06/13,19/06/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2654086584934788rad0B245.pdf
64,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 22 - 2013 - EP,2,05/06/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y ACTUALIZACION DEL SOFTWARE DATA PROTECTOR DE LA LIBRERIA ROBOTIZADA,34994,Soles,1,CONTRATACION DEL SERVICIO DE SOPORTE Y ACTUALIZACION DEL SOFTWARE DATA PROTECTOR DE LA LIBRERIA ROBOTIZADA,34994,34890,19/06/13,20/12/13,20516674092,JMLD S.A.C.,N,20516674092,JMLD S.A.C.,,,002436-02654086-00789061,ORDEN DE SERVIO 203530,20/06/13,19/06/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2654086584934788rad0B245.pdf
65,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 24 - 2013 - EP,1,13/06/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TRASLADO DE VALORES,"30992,9",Soles,1,CONTRATACION DEL SERVICIO DE TRASLADO DE VALORES,"30992,9","30375,9",26/06/13,26/12/13,20100077044,HERMES TRANSPORTES BLINDADOS  S A,N,20100077044,HERMES TRANSPORTES BLINDADOS  S A,,,002436-02667126-00791891,ORDEN DE SERVICIO 203552,01/01/14,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2667126567825072radB3E54.pdf
66,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 13 - 2013 - EP,1,14/06/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TELEFONIA MOVIL,"133733,64",Soles,1,CONTRATACION DEL SERVICIO DE TELEFONIA MOVIL,"133733,64","75531,6",02/08/13,16/12/13,20100177774,TELEFONICA MOVILES S.A,N,20100177774,TELEFONICA MOVILES S.A,,,002436-02669200-00785543,097-GL-EP-2013,06/08/13,05/08/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2669200966008352rad72A7E.pdf
67,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 13 - 2013 - EP,1,14/06/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TELEFONIA MOVIL,"133733,64",Soles,1,CONTRATACION DEL SERVICIO DE TELEFONIA MOVIL,"133733,64","75531,6",02/08/13,16/12/13,20100177774,TELEFONICA MOVILES S.A,N,20100177774,TELEFONICA MOVILES S.A,,,002436-02669200-00785543,097-GL-EP-2013,06/08/13,05/08/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2669200966008352rad72A7E.pdf
68,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 16 - 2013 - EP,2,26/06/13,BIENES,ADQUISICION DE EQUIPOS UPS DE 1.5 KV,21643,Soles,1,ADQUISICION PARA LA RENOVACION DE 23 UPS DE 1.5 KvA,21643,"21631,27",15/07/13,19/12/13,20474454691,SAFE SOLUTIONS PERU S.A.C.,N,20474454691,SAFE SOLUTIONS PERU S.A.C.,,,002436-02686644-00788425,ORDEN DE COMPRA 101511,16/07/13,29/08/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2686644429776015radDF3AC.pdf
